Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Final Batch Dispatch Time,01.12.2021;14:40:43003
122.5,0.0,1213,0,0,0.193,122.5
123.5,0.0,940,0,0,0.258,123.5
124.5,0.0,1429,0,0,0.199,124.5
125.5,0.0,1098,0,0,0.215,125.5
126.5,0.0,970,0,0,0.274,126.5
127.5,0.0,987,0,0,0.243,127.5
128.5,0.0,1159,0,0,0.236,128.5
129.5,0.0,1067,0,0,0.244,129.5
130.5,0.0,1032,0,0,0.23,130.5
131.5,0.0,999,0,0,0.224,131.5
132.5,0.0,1266,0,0,0.229,132.5
133.5,0.0,946,0,0,0.242,133.5
134.5,0.0,1149,0,0,0.235,134.5
135.5,0.0,1138,0,0,0.229,135.5
136.5,0.0,1124,0,0,0.248,136.5
137.5,0.0,1027,0,0,0.204,137.5
138.5,0.0,1255,0,0,0.238,138.5
139.5,0.0,1104,0,0,0.214,139.5
